t,num_sampled,num_new_elements,total_sample_size
1,346,345,346
2,343,336,682
3,343,337,1019
4,333,301,1320
5,327,302,1622
6,353,328,1950
7,347,330,2280
8,355,341,2621
9,325,316,2937
10,345,296,3233
